Episode Number,Reward 0,Reward 1,Reward 2,Reward 3,Reward 4,Reward 5,Reward 6,Reward 7,Reward 8,Reward 9
0,8.9,52.6,9.3,9.4,45.8,9.5,51.4,9.1,9.4,9.7
1,9.2,47.3,9.5,9.7,56.7,9.4,48.1,9.2,9.2,13.3
2,9.7,47.1,9.6,9.2,55.6,9.2,45.4,9.1,9.7,21.7
3,9.0,70.8,9.2,9.1,38.7,9.0,58.8,9.5,9.1,23.1
4,9.6,71.8,9.1,9.4,48.1,9.5,45.9,12.6,9.5,33.8
5,9.4,101.1,8.8,9.4,40.0,9.3,51.4,18.7,9.2,29.6
6,9.4,67.8,9.2,9.2,39.7,24.2,42.6,15.9,9.3,25.4
7,9.4,79.8,9.4,9.4,32.6,55.4,45.1,15.3,199.9,27.1
8,9.0,74.0,9.4,9.4,29.2,56.8,33.4,22.0,98.4,33.9
9,9.6,69.4,9.2,9.0,23.5,54.9,38.3,22.1,81.4,29.8
10,9.2,71.2,9.7,9.1,19.3,65.2,41.8,28.7,102.8,31.9
11,9.3,58.5,9.3,9.6,14.9,55.1,44.6,33.4,108.9,30.8
12,9.6,54.7,9.1,9.6,10.4,64.4,34.2,39.8,95.7,26.7
13,9.3,52.2,9.4,9.8,9.5,64.8,30.2,36.7,92.8,28.5
14,9.3,55.5,9.5,9.1,9.0,63.1,22.8,42.5,76.0,30.4
15,9.4,53.8,9.1,9.1,9.7,44.3,21.6,50.3,81.0,30.2
16,9.4,43.6,8.9,9.1,9.6,54.5,21.0,48.2,85.5,29.8
17,10.3,53.0,9.5,9.3,9.1,57.4,21.4,52.0,102.5,36.8
18,16.4,47.6,9.2,9.1,8.9,48.8,17.9,53.3,77.9,32.8
19,19.2,45.4,9.2,9.2,9.7,62.4,21.6,40.4,96.5,34.1
20,42.9,51.4,9.3,9.4,9.4,59.5,18.5,43.4,83.9,32.5
21,33.9,48.8,9.5,9.2,9.3,53.0,18.4,46.8,97.1,28.1
22,45.4,67.2,9.2,9.2,9.7,64.7,20.1,44.9,132.6,38.4
23,47.3,43.8,9.6,9.5,9.5,61.7,19.9,43.5,120.5,32.0
24,48.0,55.7,8.9,9.1,9.4,56.1,18.4,39.3,110.7,32.7
25,55.2,68.0,9.4,9.4,9.2,73.9,19.6,38.6,81.7,37.1
26,54.0,50.3,9.2,9.6,9.5,55.8,24.2,37.3,74.6,47.8
27,69.5,55.1,9.3,9.1,9.6,63.6,22.6,33.4,98.2,35.3
28,66.7,48.5,9.2,9.0,9.5,59.3,22.3,34.8,69.8,40.9
29,62.0,54.6,9.2,9.5,9.1,54.7,18.6,42.3,66.5,34.8
30,62.7,54.6,9.1,9.4,9.3,57.7,21.1,39.7,67.8,35.8
31,54.5,86.3,9.2,9.7,9.4,74.6,19.4,41.2,92.6,40.6
32,54.7,54.5,9.2,73.5,9.5,54.0,18.4,42.1,69.8,41.2
33,51.8,56.3,8.9,107.5,9.3,60.2,19.5,44.7,77.6,42.4
34,40.9,68.4,9.6,69.8,9.2,64.1,16.2,44.6,67.9,37.0
35,46.1,78.7,9.5,61.2,9.1,68.1,15.7,58.9,76.2,36.5
36,46.2,65.3,9.4,47.7,9.4,84.7,16.4,44.8,82.3,42.2
37,45.4,71.1,9.6,36.4,10.2,63.6,16.1,48.5,87.6,49.0
38,34.5,65.8,9.2,42.6,11.2,77.9,14.8,45.7,109.2,36.9
39,42.1,58.0,9.4,53.1,11.1,75.7,14.6,48.2,120.1,37.5
40,31.5,65.1,9.2,47.0,12.6,84.8,14.0,50.2,109.7,37.6
41,31.4,75.4,9.6,40.5,11.6,61.9,14.5,40.9,87.7,41.1
42,25.7,63.6,9.1,55.5,11.9,72.9,13.6,46.1,72.4,36.9
43,28.8,72.0,9.5,64.0,10.7,72.8,13.1,43.4,109.9,46.2
44,30.8,64.9,9.3,55.9,10.3,95.9,13.8,44.8,95.1,44.1
45,32.8,52.1,11.5,49.9,11.3,113.3,14.2,50.4,124.0,43.7
46,29.9,65.8,31.3,46.9,10.7,127.2,14.1,42.4,100.7,49.4
47,30.6,78.1,39.5,52.8,11.4,93.1,14.8,37.3,133.9,52.0
48,27.0,60.2,50.9,64.6,11.8,129.9,14.9,50.6,104.9,49.7
49,31.2,55.8,46.9,43.3,14.7,133.1,15.9,38.2,84.8,44.4
50,28.0,68.0,60.3,56.1,15.2,136.8,19.7,46.8,86.3,43.3
51,27.0,69.6,43.5,58.6,15.5,107.1,21.8,43.9,60.1,46.0
52,28.8,79.4,70.1,56.4,16.3,89.3,23.0,41.8,75.6,59.6
53,27.3,71.8,57.0,55.4,16.7,77.8,21.4,41.6,72.6,52.0
54,28.2,103.7,75.4,57.3,16.7,102.2,21.9,49.1,71.6,50.5
55,28.5,108.6,75.6,62.4,17.8,78.2,23.2,41.5,63.7,51.2
56,26.5,105.2,100.2,55.0,19.3,99.8,23.0,48.9,63.7,47.2
57,30.0,118.0,80.9,50.8,21.1,79.8,23.0,47.4,57.3,48.5
58,31.6,83.7,71.6,49.3,19.8,151.2,23.0,49.9,60.2,55.1
59,30.1,77.8,75.0,48.6,21.7,136.4,22.7,42.6,57.1,63.2
